IMO,MMSI,Name,Type,Build Year,Country,Call Sign,Length,Width,Gross Tonnage,Deadweight Tonnage,Efficiency
9102112,319488000,Stolt Efficiency,Chemical Tanker,1998,Cayman Is,ZCSP5,176,31,24625,36902,
9168623,319545000,Stolt Surf,Chemical Tanker,2000,Cayman Is,ZCSR3,163,24,14900,22198,
9129598,219927000,Ark Futura,Ro-Ro Ship,1996,Denmark,OZZE2,183,25,18725,13500,15.76
9255062,210777000,Salvador,General Cargo Ship,2002,Cyprus,P3GY9,172,27,19746,31770,7.58
9176072,235070199,Manannan,Ro-Pax Ship,1998,United Kingdom,2BXK7,96,26,5029,800,599.76
9266530,210057000,Falmouth,Container Ship,2002,Cyprus,5BMN2,134,23,9990,11190,27.67
9231248,636091155,Msc India,Container Ship,2002,Portugal,CQIM9,277,40,65792,68025,13.51
9040429,258500000,Richard With,Ro-Pax Ship,1993,Norway,LGWH,122,23,11205,850,58
9039119,257200000,Kong Harald,Ro-Pax Ship,1993,Norway,LGIY,122,20,11204,902,59.1
7927984,229051000,Celestyal Olympia,Passenger Ship,1982,Malta,9HA3027,215,28,37773,5237,
9229831,211367460,Yantian Express,Container Ship,2002,Liberia,5LKN3,320,42,88493,100003,12.29
9192662,412121000,Le Yi,General Cargo Ship,2000,China,BOKX,182,26,19955,29161,7.36
9085546,636018912,Maersk Kleven,Container Ship,1996,Liberia,D5RZ8,318,42,81488,84900,12.06
9220330,241726000,Knossos Palace,Ro-Pax Ship,2001,Greece,SVDJ4,214,32,36825,6700,21.49
9200938,538001665,Nautica,Passenger Ship,2000,Marshall Is,V7DM4,180,25,30277,2948,21.32
9263760,352886000,Abk Tiger,Bulk Carrier,2002,Panama,3EOR9,169,27,16978,28473,6.59
9200952,636011186,Zhen Hua 34,Other Ship Types,1999,Liberia,ELXK8,245,42,58243,105302,9.71
9261516,229545000,Giovanni Dp,Chemical Tanker,2003,Malta,9HA3395,138,23,11191,16882,11.87
9103398,636090811,Gaschem Weser,Gas Carrier,1999,Liberia,A8FW3,116,18,5725,6017,22.8
9266243,636017829,Stolt Kashi,Chemical Tanker,2003,Liberia,D5MW9,158,26,15895,25148,10.82
9256066,636011641,Ligovsky Prospect,Oil Tanker,2003,Liberia,A8AP5,250,44,62586,114639,4.23
9203291,538009492,Liberty King,Vehicle Carrier,1998,Marshall Is,V7A4807,200,32,55729,21511,15.3
9200940,256204000,Azamara Journey,Passenger Ship,2000,Malta,9HOB8,181,29,30277,2700,
9229300,636017173,Msc Catherine Vi,Container Ship,2001,Liberia,D5JQ4,299,40,75201,77900,21.17
9147710,304081024,Annegret,General Cargo Ship,2000,Antigua Barbuda,V2LL,152,21,8397,9359,26.85
9039975,616999031,Rio,General Cargo Ship,1993,Comoros,D6GE6,122,20,7366,8646,21.34
9234343,413053000,Xin Tian Jin,Container Ship,2003,China,BPAQ,280,40,66433,69403,20.43
9270452,413054000,Xin Qing Dao,Container Ship,2003,China,BPAR,279,40,66433,69423,20.31
7807744,212224000,Rigel Iii,Ro-Pax Ship,1979,Cyprus,P3VS7,136,24,16405,3100,36.1
9018646,636009832,Ouro Do Brasil,Refrigerated Cargo Carrier,1993,Liberia,ELPP9,172,26,15218,19519,14.95
9227273,636015524,Irenes Resolve,Container Ship,2001,Liberia,ELZU6,257,32,40085,51060,16.2
9191474,311000804,Wild Peony,Refrigerated Cargo Carrier,1998,Bahamas,C6DW7,150,22,9859,10110,25.61
9197478,218553000,Wiebke,General Cargo Ship,2000,Germany,DPEK,152,20,8397,9370,26.82
9180372,212836000,Isadora,Bulk Carrier,1999,Cyprus,P3LA8,200,24,21387,34948,5.84
9147746,247253200,Mimmo Ievoli,Chemical Tanker,1998,Italy,ICLN,125,20,6572,9554,21.1
9210086,636016415,Msc Capucine R,Container Ship,2001,Liberia,D5GB9,243,32,37113,40059,22.13
9236597,538003006,Atlantic North,Container Ship,2002,Malta,9HA4188,159,24,14241,18402,19.73
9186687,212848000,Weser Stahl,General Cargo Ship,1999,Cyprus,P3LS8,192,32,28564,47257,6.95
9192399,249046000,Celebrity Constellation,Passenger Ship,2002,Malta,9HJB9,294,36,90940,11763,23.04
9147708,304081008,Grietje,General Cargo Ship,2000,Antigua Barbuda,V2LN,152,22,8397,9360,26.85
9274628,271047067,Asena,Oil Tanker,2004,Turkey,TCA5668,186,31,26634,37188,7.64
9246322,636021547,Sl Tweety,Container Ship,2003,Liberia,5LEL8,211,30,27322,34418,18.84
9130432,212723000,Bf Fortaleza,Container Ship,1996,Cyprus,5BWG2,121,18,6362,7202,32.21
9277943,257309000,Clipper Sky,Gas Carrier,2004,Norway,LAZO5,205,32,35158,44807,7.3
9247807,258779000,Clipper Star,Gas Carrier,2003,Norway,LAWX5,205,32,34970,44807,7.8
9221827,255805677,Buxcoast,Container Ship,2001,Portugal,CQEB,300,40,72760,79559,21.79
8813154,210297000,Vassilios,Container/Ro-Ro Cargo Ship,1990,Cyprus,P3VP3,314,49,21224,13772,17.39
9229116,374324000,Georgios Alexios,General Cargo Ship,2000,Antigua Barbuda,V2RA9,133,16,6154,8708,11.75
9260847,249080000,Scot Leipzig,Chemical Tanker,2004,Malta,9HA4096,117,18,5145,8230,15.46
9253856,232004359,Optimana,General Cargo Ship,2003,United Kingdom,MAFM8,213,32,36324,48661,6
7802067,225410000,Festivo,Ro-Ro Ship,1979,Spain,EAEQ,136,16,6413,4600,18.99
9108740,259319000,Bergstraum,Chemical Tanker,1996,Norway,LHTR3,123,20,6045,9494,15.22
9143568,310765000,London Express,Container Ship,1998,Bermuda,ZCEV3,294,33,53523,66577,17.16
8912388,253343000,Marfret Niolon,Ro-Ro Ship,1991,Luxembourg,LXNR,124,20,7395,5282,31.83
9087362,265413000,Sca Ostrand,Ro-Ro Ship,1996,Sweden,SECG,170,24,20171,11561,12.09
9198989,255805939,Pauline Russ,Ro-Ro Ship,1999,Portugal,CQIE7,155,20,10488,7260,19.68
8918057,354353000,Msc Grace F,Container Ship,1991,Panama,H9VZ,155,23,13258,24330,26.4
9213739,244171000,Varnebank,General Cargo Ship,2000,Netherlands,PBAH,132,16,6130,8727,11.57
9224855,215047000,Althea,Bulk Carrier,2002,Belize,V3OS4,160,29,17697,28740,7.59
9259513,220253000,Primula Seaways,Ro-Ro Ship,2004,Denmark,OUIM2,231,30,32289,10407,13.98
7931997,309826000,Baltivia,Ro-Pax Ship,1981,Bahamas,C6WN5,147,24,17790,5492,39.45
9195145,212949000,Isar Highway,Vehicle Carrier,2000,Cyprus,P3SR8,100,20,9233,3414,42.46
9010814,311000330,Mazovia,Ro-Pax Ship,1996,Bahamas,C6BP8,168,28,29289,6124,56.34
9207895,230007000,Finnhawk,Ro-Ro Ship,2001,Finland,OJNL,163,21,11530,8699,5.03
9217230,211343680,Akka,Ro-Pax Ship,2001,Germany,DNPI,191,30,36468,6475,
9214288,247083700,La Suprema,Ro-Pax Ship,2003,Italy,IBIL,211,30,49257,9720,30.63
9108128,310132000,Lisbon Express,Container Ship,1995,Bermuda,ZCBD3,216,33,33735,34330,21.35
9064126,311050600,Seven Seas Navigator,Passenger Ship,1999,Bahamas,C6ZI9,173,30,28803,3342,
9176565,563262000,Boheme,Vehicle Carrier,1999,Singapore,9V8514,231,33,67264,28360,15.03
9163192,255806082,Msc Uma,Container Ship,1998,Liberia,5LLI7,194,28,23722,29233,18.39
9222273,636092887,Paris Ii,Container Ship,2001,Liberia,D5SI7,300,40,73172,77941,22.25
9188518,211315100,Containerships Vi,Container Ship,1999,Germany,DABH,155,22,9953,13070,31.25
9128063,311000801,Crown Opal,Refrigerated Cargo Carrier,1997,Bahamas,C6DW4,152,23,10519,10316,25.61
8618358,265874000,Huckleberry Finn,Ro-Pax Ship,1988,Sweden,SHLU,177,26,26391,6080,36.48
9246592,247078800,Grande Francia,Container/Ro-Ro Cargo Ship,2002,Italy,ICBC,214,32,56738,26169,9.28
9229829,211362460,Dalian Express,Container Ship,2001,Liberia,5LJY6,320,42,88493,100006,12.26
9087465,212499000,Nils Dacke,Ro-Pax Ship,1995,Cyprus,5BEU4,179,28,26796,6538,
9144718,255805601,Jona Sophie,Container Ship,1997,Portugal,CQHZ,139,24,9962,12950,28.3
9007879,311102000,Trans Carrier,Ro-Ro Ship,1992,Liberia,5LKF2,144,20,9953,7193,15.84
9226372,636092635,Maike D,Container Ship,2000,Liberia,D5IL7,133,18,6326,7944,33.32
9247728,258595000,Maud,Passenger Ship,2003,Norway,LEFO3,136,22,16151,1184,
9253143,636020116,Lila Mumbai,General Cargo Ship,2003,Liberia,D5XT2,193,28,23119,29912,12.82
9188233,277561000,Belgia Seaways,Ro-Ro Ship,2000,Lithuania,LYBM,184,25,21005,12457,12.21
9166780,636020729,Msc Ellen,Container Ship,1999,Liberia,5LAK6,346,42,91560,110387,14.97
9235517,266343000,Stena Scandinavica,Ro-Pax Ship,2003,Sweden,SJLB,243,30,57958,12200,18.26
9259496,219455000,Magnolia Seaways,Ro-Ro Ship,2003,Denmark,OWKY2,200,30,32289,10407,13.97
9138513,566654000,Don Pasquale,Vehicle Carrier,1997,Norway,LATF8,228,32,67141,28142,14.7
9172222,257409000,Finnstraum,Chemical Tanker,1999,Norway,LAJF5,140,22,9956,16028,12.2
9038488,311001000,Baltic Patriot,Refrigerated Cargo Carrier,1992,Bahamas,C6ET9,150,22,10402,10621,25.61
7361312,247162200,Moby Drea,Ro-Pax Ship,1975,Italy,IBQI,185,26,22528,3335,5.93
9212656,230642000,Finnmill,Ro-Ro Ship,2002,Finland,OJQG,187,27,25732,11234,6.7
9171280,258882000,Hoegh Trader,Vehicle Carrier,1998,Norway,LASK7,229,33,68060,27100,15.3
8311900,370515000,Vilnius,Ro-Pax Ship,1987,Panama,H9GS,191,28,22341,9341,17.18
9152820,210051000,Rina,Oil Tanker,1997,Cyprus,5BPD5,120,24,9835,12059,15.97
9065405,355444000,Schelde Highway,Vehicle Carrier,1993,Panama,H9DC,100,21,8659,3222,29.23
9185451,564734000,Hoegh Yokohama,Vehicle Carrier,2000,Singapore,S6TV,180,33,51770,16919,15.03
9261035,319135900,Palau,Bulk Carrier,2003,Cayman Is,ZGHP5,176,29,19795,31837,7.08
9227924,247056200,Grande Spagna,Vehicle Carrier,2002,Italy,IBTD,177,31,37726,12594,8.55
9139294,244559000,Happy River,General Cargo Ship,1997,Netherlands,PCAW,138,23,10990,12950,17.86
7615414,247279300,Moby Corse,Ro-Pax Ship,1978,Italy,ICDS,150,26,19321,3440,8.78
9143544,310764000,Kobe Express,Container Ship,1997,Bermuda,ZCEV2,294,32,53523,67058,17.04
8502391,220489000,Princess Seaways,Ro-Pax Ship,1986,Denmark,OXED2,161,28,31356,4110,29.66
9175779,477958700,Maersk Arun,Container Ship,1999,Bangladesh,S2CK6,155,25,14063,17733,19.98
8913162,308445000,Amadea,Passenger Ship,1991,Bahamas,C6VE9,192,28,29008,3938,
9250567,312414000,Amar Glyfada,Bulk Carrier,2002,Belize,V3WW8,177,30,19795,31838,6.46
9234276,246029000,Victoriaborg,General Cargo Ship,2001,Netherlands,PBDS,133,16,6361,9850,15.54
9290074,304587000,Elba,General Cargo Ship,2004,Antigua Barbuda,V2BQ5,145,18,7767,10500,18.4
9176577,564614000,Elektra,Vehicle Carrier,1999,Norway,LATK8,228,32,67264,28126,14.56
9087350,265411000,Sca Obbola,Ro-Ro Ship,1996,Sweden,SEBR,170,24,20186,11446,12.04
9192129,277399000,Botnia Seaways,Ro-Ro Ship,2000,Lithuania,LYTB,163,21,11530,8702,19.62
9263370,224498000,Ciudad De Ibiza,Ro-Pax Ship,2003,Spain,EAYW,160,23,16686,6500,51.8
9216250,209395000,Worldchampion Jet,Ro-Pax Ship,2000,Cyprus,5BBW5,86,24,6402,485,38.55
9179995,212172000,Neckar Highway,Vehicle Carrier,1999,Panama,3E3518,100,20,9233,3387,42.46
9065417,355390000,Weser Highway,Vehicle Carrier,1994,Panama,H9DD,100,20,8659,3222,29.23
9121273,366479000,Endurance,Vehicle Carrier,1996,Usa,WDE9586,264,32,72708,48988,13.84
9138783,212184000,Msc Bridge,Ro-Ro Ship,1998,Cyprus,5BQY3,182,30,21104,12350,14.9
9017769,266239000,Finntrader,Ro-Pax Ship,1995,Sweden,SKIJ,183,30,33313,11600,4.96
9277802,311595000,Rcc America,Vehicle Carrier,2003,Bahamas,C6TD4,200,32,57718,21182,18.07
9267663,357347000,Grand Eagle,Vehicle Carrier,2003,Panama,HOXM,199,32,58947,19048,29.13
9176395,257712000,Hoegh Transporter,Vehicle Carrier,1999,Norway,LAKO7,199,32,57757,16747,22.28
9075709,257713000,Hoegh Trident,Vehicle Carrier,1995,Norway,LAKP7,199,32,56164,21423,16.39
9075711,257714000,Hoegh Trooper,Vehicle Carrier,1995,Norway,LAKQ7,200,32,56164,21414,16.4
9186302,258774000,Hoegh Trove,Vehicle Carrier,2000,Norway,LAKB6,200,32,58684,21200,17.54
9110389,351675000,Msc Katyayni,Container Ship,1996,Panama,3FGK8,275,40,64054,68363,26.4
7230599,238144000,Marko Polo,Ro-Pax Ship,1973,Croatia,9AED,129,22,10154,1132,45
8917895,511100476,Marin,Ro-Ro Ship,1990,Palau,T8A3629,130,21,9528,6672,20.47
7360681,247616000,Moby Baby Two,Ro-Pax Ship,1974,Italy,IBMU,118,18,8570,990,18.19
9166651,636016014,Msc Alix 3,Container Ship,1998,Liberia,A8CQ5,200,30,25499,34116,12.69
8820860,230204000,Exporter,Ro-Ro Ship,1991,Norway,LATX8,122,20,6620,5409,17.1
8311912,370492000,Greifswald,Ro-Pax Ship,1988,Panama,3FEC8,191,26,24084,8005,20.01
8820858,230684000,Transporter,Ro-Ro Ship,1991,Finland,OJCW,122,19,6620,5387,17.1
8903155,247372500,Pietro Manunta,Ro-Ro Ship,1991,Italy,IBNX,169,26,22193,12968,10.39
9122007,230357000,Bore Bay,Ro-Ro Ship,1997,Finland,OJHF,139,23,19094,6077,16.79
9086588,209911000,Skania,Ro-Pax Ship,1995,Cyprus,5BLN5,174,24,23933,5717,24.13
9184419,247351100,Excelsior,Ro-Pax Ship,1999,Italy,IBEX,202,27,39777,7300,25.93
9246566,212641000,Wec Van Gogh,Container Ship,2004,Cyprus,C4TK2,134,23,9962,11408,26.46
9104811,207124000,Sakar,Bulk Carrier,1995,Bulgaria,LZFS,169,25,13957,21583,3.91
9270529,636011914,Krymsk,Oil Tanker,2003,Liberia,A8CE4,250,44,62395,115605,4.27
9039250,356037000,Msc Joy,Container Ship,1992,Panama,3EUB5,202,31,30567,31160,16.65
9002647,230185000,Mimer,Ro-Ro Ship,1990,Finland,OIZX,108,17,5880,4232,19.44
9255579,246831000,Aurora,General Cargo Ship,2002,Netherlands,PDUZ,120,15,5052,7750,19.59
9155925,246388000,Koningsborg,General Cargo Ship,1998,Netherlands,PDHI,130,15,6142,9067,12.13
9113018,230336000,Pasila,General Cargo Ship,1995,Finland,OJGT,137,22,10098,13367,17.9
9183790,209188000,Miramar Express,Ro-Ro Ship,1999,Cyprus,5BXA4,153,21,10471,7440,15.83
9183788,230925000,Mistral,Container/Ro-Ro Cargo Ship,1999,Finland,OJIX,153,20,10471,7438,15.4
9217242,265866000,Tinker Bell,Ro-Pax Ship,2001,Sweden,SGUH,220,30,36468,6555,
9203186,247036100,Mega Express Two,Ro-Pax Ship,2001,Italy,ITXZ,176,25,26024,3500,5.16
9148025,271048694,Med Aydin,Container Ship,1997,Turkey,TCA6330,195,32,29022,34907,20.6
8401444,276817000,Sailor,Ro-Pax Ship,1987,Estonia,ESKF,158,26,20921,8027,13.3
9149677,667001522,Princess Layla,General Cargo Ship,1998,Sierra Leone,9LU2325,181,26,19354,29501,7.39
8715857,351356000,Msc Sariska V,Container Ship,1990,Panama,3FIF9,294,32,52181,67183,20.69
9002659,230186000,Midas,Ro-Ro Ship,1990,Finland,OIZZ,108,17,5873,4234,19.44
9220926,636020099,Ginza,Chemical Tanker,2001,Liberia,D5XQ7,176,32,25063,40218,7.06
9131993,256149000,Sc Connector,Ro-Ro Ship,1997,Malta,9HA3834,163,22,12251,8843,14.14
9160774,231852000,Akranes,Ro-Ro Ship,1998,Faroe Is,OZ2194,139,24,19107,6165,19
9188245,232034271,Maxine,Ro-Ro Ship,2000,United Kingdom,MIUZ3,185,26,21005,12502,11.65
9220354,271049308,Karlica,Chemical Tanker,2000,Turkey,TCA6570,136,21,8428,12000,23.01
9190731,477664600,Louis Maersk,Container Ship,2001,Hong Kong,VRTV2,266,38,50721,63200,18.03
9168647,319025300,Stolt Commitment,Chemical Tanker,2000,Cayman Is,ZGBH8,183,32,23206,37438,9.47
8911748,230226000,Shipper,Ro-Ro Ship,1992,Finland,OJDM,122,18,6620,5387,17
9227417,239918000,Superfast Xi,Ro-Pax Ship,2002,Greece,SYCF,200,25,30902,6574,24.03
9227429,247378700,Cruise Ausonia,Ro-Pax Ship,2002,Italy,IBWC,200,25,30902,6578,30.01
9188427,277339000,Optima Seaways,Ro-Pax Ship,1999,Lithuania,LYSD,186,26,25206,7500,25.59
9087477,218795000,Robin Hood,Ro-Pax Ship,1995,Germany,DHNT2,179,26,26790,6538,
9170999,228315700,Mn Pelican,Ro-Ro Ship,1999,France,FMLR,156,22,12076,8847,58
7826790,247237700,Gnv Azzurra,Ro-Pax Ship,1981,Italy,ICKK,169,27,30316,3630,42.5
9015187,308090000,Hellas Stream,Refrigerated Cargo Carrier,1991,Bahamas,C6KD8,159,25,13049,13930,23.29
8300169,273293910,Slavyanin,Ro-Ro Ship,1984,Russia,UBKV7,150,22,6327,6258,31.44
9160334,244615184,Vechtborg,General Cargo Ship,1998,Netherlands,PCZF,133,16,6130,8664,16.46
8416308,247334600,Gnv Blu,Ro-Pax Ship,1986,Italy,IBEA,162,28,31910,4456,39.97
9221346,224753000,Volcan De Teno,Ro-Pax Ship,2000,Spain,EAUB,96,26,6360,710,67.69
9237242,311000671,Cracovia,Ro-Pax Ship,2002,Bahamas,C6DG8,180,24,25028,8058,121.45
9179660,212260000,Tera Jet,Ro-Pax Ship,1999,Cyprus,5BBY4,146,22,11347,1200,36.6
9217125,224600000,Ciudad De Granada,Ro-Pax Ship,2001,Spain,EBRI,172,26,26916,5000,25.13
9243162,636020938,Velika Express,Container Ship,2002,Liberia,5LBM2,243,32,40146,40478,21.43
9242089,636011792,Premium Do Brasil,Refrigerated Cargo Carrier,2003,Liberia,A8BL4,205,32,33005,43002,14.27
9166895,412163000,Yu Heng Xian Feng,Ro-Ro Ship,1998,China,BOEL,180,32,53240,13418,29.84
9142552,244860325,Merweborg,General Cargo Ship,1997,Netherlands,PDBM,135,16,6540,9200,21.87
9196163,314512000,Alexandra,General Cargo Ship,2000,Barbados,8PAV9,128,16,6219,8865,21.05
9186182,230652000,Norsky,Ro-Ro Ship,1999,Finland,OJRB,180,26,20296,11564,12.91
9158070,577478000,Abana,Bulk Carrier,1998,Barbados,8PLO2,121,16,5742,8302,10.44
9021332,356005000,Young Shin,Ro-Ro Ship,1992,Panama,3ELP9,180,32,47677,14274,30.87
9202558,246452000,Spaarnegracht,General Cargo Ship,2000,Netherlands,PDBO,168,25,16641,21402,13.85
9246580,247082500,Grande Nigeria,Container/Ro-Ro Cargo Ship,2003,Italy,IBRF,214,32,56738,26169,9.28
9160724,311001027,Baltic Lord,Refrigerated Cargo Carrier,2000,Bahamas,C6EX4,155,23,11443,12912,25.61
9203174,247013400,Mega Express,Ro-Pax Ship,2001,Italy,IBPR,176,25,26024,3500,5.16
9138408,245196000,Nq Calipso,Chemical Tanker,1997,Netherlands,PBRK,126,19,6875,10020,16
8804529,308541000,Green Selje,Refrigerated Cargo Carrier,1989,Bahamas,C6IB5,109,18,5084,6120,19.7
9259991,215870000,Baltic Wave,Chemical Tanker,2003,Marshall Is,V7A6179,182,27,23235,37300,6.43
9125944,265410000,Stena Jutlandica,Ro-Pax Ship,1996,Sweden,SEAN,183,33,29691,6559,32.03
9131797,265031000,Mecklenburg-Vorpommern,Ro-Pax Ship,1996,Sweden,SCAN,200,29,37987,7520,45.64
8219906,247052200,Scilla,Ro-Pax Ship,1985,Italy,IBBW,145,18,5619,2395,123
9153032,219825000,Britannia Seaways,Ro-Ro Ship,2000,Denmark,OZTS2,197,26,24196,11089,17.11
8317954,265859000,Stena Nautica,Ro-Pax Ship,1986,Sweden,SGQU,136,24,19504,3676,46.96
7803190,242579300,Morocco Star,Ro-Pax Ship,1980,Morocco,CNA5167,152,24,16071,5345,47.92
9255854,229130000,Milaha Ras Laffan,Lng Carrier,2004,Malta,9HA3093,278,42,93226,73705,9.96
9175705,304490000,Mando,Container Ship,1999,Antigua Barbuda,V2BC4,154,25,12827,17250,29.9
9278698,355461000,Caribbean Star,Oil Tanker,2004,Panama,HPTK,186,32,30636,46383,6.39
9252307,232026709,Vs Remlin,Oil Tanker,2003,United Kingdom,MGYO8,171,27,22184,34530,6.7
9105970,622113176,Egy Glory,Container Ship,1996,Egypt,6AKO,183,25,16801,22900,22.3
9138305,636017405,Monemvasia,Container Ship,1998,Liberia,A8XA3,207,30,25361,34044,11.21
9151541,211188000,Deutschland,Ro-Pax Ship,1997,Germany,DMLQ,142,24,15187,2904,
9255189,538005137,Ds Manatee,Bulk Carrier,2002,Marshall Is,V7BG8,178,26,17944,27128,8.24
9205897,538006787,Federal Yukon,Bulk Carrier,2000,Marshall Is,V7RG8,199,24,20659,36563,6.92
9149885,236111906,Fiona,Container Ship,1998,Gibraltar,ZDNF3,184,25,16801,23011,21
9195169,311307000,Norwegian Dawn,Passenger Ship,2002,Bahamas,C6FT7,295,32,92250,7500,13.79
9190755,477648800,Leda Maersk,Container Ship,2001,Hong Kong,VRTU8,266,37,50721,63200,18.31
9275751,538002272,Theodosia,Oil Tanker,2004,Marshall Is,V7HO2,228,32,42307,70312,5.24
9144419,219000429,Prins Richard,Ro-Pax Ship,1997,Denmark,OZLB2,141,26,14822,2490,
9144421,219000431,Prinsesse Benedikte,Ro-Pax Ship,1997,Denmark,OYDX2,141,26,14822,2490,
9151539,211190000,Schleswig-Holstein,Ro-Pax Ship,1997,Germany,DMLM,141,24,15187,2904,
9262089,219437000,Begonia Seaways,Ro-Ro Ship,2004,Denmark,OWKM2,231,30,37722,14424,13.9
9215476,271000623,Gallipoli Seaways,Ro-Ro Ship,2001,Turkey,TCUY,193,26,26469,9830,12.44
9034743,271044017,Aysenaz,Chemical Tanker,1993,Turkey,TCA3359,114,18,5401,9108,14.37
9243203,636021056,Spartel Trader,Container Ship,2003,Liberia,5LCA6,243,32,40146,40478,21.72
9183843,255804940,Themsestern,Chemical Tanker,2000,Portugal,CQLG,162,28,14400,21871,11
9179373,245491000,Voorneborg,General Cargo Ship,1999,Netherlands,PCGI,132,16,6130,8734,16.46
9242390,271000662,Olympos Seaways,Ro-Ro Ship,2002,Turkey,TCCA6,193,26,26469,9865,12.44
9223277,412023000,Tai An Kou,Other Ship Types,2002,China,BOKD,156,36,14184,20247,
8025343,306157000,Super Servant 4,Other Ship Types,1982,Curacao,PJPO,169,32,12642,14138,15.05
8107000,341156000,Mohamad Y,General Cargo Ship,1982,St Kitts Nevis,V4LF4,138,18,7788,11990,13.47
9102100,636010378,Stolt Invention,Chemical Tanker,1997,Liberia,ELSN7,177,31,24634,36905,
9102083,319499000,Stolt Inspiration,Chemical Tanker,1997,Cayman Is,ZCSP8,176,31,24625,37205,
9178202,319445000,Stolt Effort,Chemical Tanker,1999,Cayman Is,ZCSP6,176,31,24495,37155,
9178197,319479000,Stolt Concept,Chemical Tanker,1999,Cayman Is,ZCSP2,176,31,24495,37236,
9102124,636010380,Stolt Capability,Chemical Tanker,1998,Liberia,ELSN9,176,32,24625,37042,
9124469,319446000,Stolt Achievement,Chemical Tanker,1999,Cayman Is,ZCSQ,177,31,25196,37141,
9226920,352335000,Msc Marianna,Container Ship,2002,Panama,H0AE,303,40,73819,85806,18.75
9064073,563075400,Portovenere,Lng Carrier,1996,Singapore,9V6202,215,32,46555,35760,13.78
9236690,255805923,Msc Weser,Container Ship,2001,Portugal,CQIC7,209,30,25703,33691,21.89
7803205,211757540,Kronprins Frederik,Ro-Pax Ship,1981,Germany,DKER2,153,23,16071,2671,
9122655,566088000,Don Carlos,Vehicle Carrier,1997,Norway,LATD8,228,33,67141,28142,14.77
9237412,419506000,Jag Lavanya,Oil Tanker,2004,Panama,3E5074,243,32,58374,105051,3.82
9196709,538006237,Chem Patriot,Chemical Tanker,2000,Marshall Is,V7HI3,166,27,16754,26707,8.27
9196711,319515000,Stolt Viking,Chemical Tanker,2001,Cayman Is,ZCON9,166,26,16967,26707,
8913447,355249000,Msc Atlantic,Container Ship,1991,Panama,HPMQ,237,32,37071,46975,16.59
7037806,373339000,Ionian Star,Ro-Pax Ship,1971,Panama,3FCL5,123,21,9149,1968,19.4
9072446,249054000,Marella Explorer 2,Passenger Ship,1995,Malta,9HJI9,247,32,72458,7260,9.61
9192387,249047000,Celebrity Summit,Passenger Ship,2001,Malta,9HJC9,294,34,90940,11788,15.48
9294379,220291000,Lars Maersk,Container Ship,2004,Denmark,OVSB2,266,38,50657,62994,17.52
9132507,667001896,Queen Sara,General Cargo Ship,1998,Sierra Leone,9LU2699,142,22,10220,13887,11.46
9188221,244315000,Somerset,Ro-Ro Ship,1999,Netherlands,PBCY,184,26,21005,12502,11.7
9235062,636017834,Stolt Sequoia,Chemical Tanker,2003,Liberia,D5MX6,183,32,23129,37620,8.25
9198563,636017827,Stolt Sycamore,Chemical Tanker,2000,Liberia,D5MW7,183,32,23129,37622,8.36
9190743,477681900,Laust Maersk,Container Ship,2001,Hong Kong,VRTU9,266,37,50721,63000,18.45
9190767,477665200,Lexa Maersk,Container Ship,2001,Hong Kong,VRTV3,266,37,50721,63400,18.74
9148582,247346000,Lia Ievoli,Chemical Tanker,1999,Italy,IBDX,131,19,6695,9978,20.21
9243198,636020939,Sounion Trader,Container Ship,2003,Liberia,5LBM3,243,32,40146,40478,21.13
9252785,304907000,Bf Esperanza,Container Ship,2003,Antigua Barbuda,V2BR8,135,22,9990,11170,27.77
8714205,356101000,Msc Sabrina Iii,Container Ship,1989,Panama,3FMG8,243,33,35598,43078,15.07
8913423,354540000,Msc Shannon,Container Ship,1991,Panama,HPRY,237,32,37071,46600,15.8
